Id,SalePrice
2527,128500
2528,147000
2529,129000
2530,116000
2531,207500
2532,226000
2533,190000
2534,225000
2535,220000
2536,220000
2537,203000
2538,173500
2539,185000
2540,207000
2541,174000
2542,185000
2543,144000
2544,140000
2545,135000
2546,140000
2547,137500
2548,112000
2549,185000
2550,385000
2551,140000
2552,115000
2553,82000
2554,118000
2555,110000
2556,110000
2557,120500
2558,200000
2559,100000
2560,120000
2561,139400
2562,119500
2563,113000
2564,188000
2565,170000
2566,173000
2567,110000
2568,235000
2569,175000
2570,151000
2571,230000
2572,140000
2573,190000
2574,197000
2575,177500
2576,130000
2577,130000
2578,87000
2579,115000
2580,145000
2581,129000
2582,124900
2583,222000
2584,175000
2585,192000
2586,235000
2587,187500
2588,115000
2589,147000
2590,196000
2591,160000
2592,201000
2593,214000
2594,175000
2595,205000
2596,285000
2597,201000
2598,215000
2599,395000
2600,170000
2601,148000
2602,88000
2603,106000
2604,88000
2605,112000
2606,149900
2607,175000
2608,207500
2609,171000
2610,123000
2611,135000
2612,135000
2613,119500
2614,130000
2615,140000
2616,157900
2617,166000
2618,143000
2619,320000
2620,193000
2621,185000
2622,169000
2623,222500
2624,240000
2625,239000
2626,173000
2627,170000
2628,272000
2629,325000
2630,222500
2631,345000
2632,260000
2633,275000
2634,315000
2635,187500
2636,197900
2637,144000
2638,235000
2639,170000
2640,142500
2641,110000
2642,192000
2643,88000
2644,122500
2645,118000
2646,83000
2647,118000
2648,156000
2649,140000
2650,148500
2651,146000
2652,345000
2653,270000
2654,318000
2655,385000
2656,222500
2657,271000
2658,228000
2659,252000
2660,224000
2661,385000
2662,255000
2663,320000
2664,190000
2665,278000
2666,193000
2667,174000
2668,174000
2669,200141
2670,285000
2671,201000
2672,207000
2673,226000
2674,251000
2675,140000
2676,190000
2677,200500
2678,185000
2679,239000
2680,230000
2681,290000
2682,290000
2683,250000
2684,290000
2685,340000
2686,280000
2687,235000
2688,181000
2689,185000
2690,318000
2691,213500
2692,141000
2693,204000
2694,142500
2695,192500
2696,201000
2697,201000
2698,190000
2699,179200
2700,179200
2701,173000
2702,148000
2703,112000
2704,132000
2705,128500
2706,115000
2707,106500
2708,142500
2709,127000
2710,128500
2711,260000
2712,235000
2713,148000
2714,151000
2715,177000
2716,180000
2717,179900
2718,262500
2719,149900
2720,143000
2721,156000
2722,155000
2723,156000
2724,144000
2725,153500
2726,143000
2727,133900
2728,154000
2729,179900
2730,135000
2731,119000
2732,109000
2733,157000
2734,136000
2735,135000
2736,135000
2737,119000
2738,124000
2739,187500
2740,160000
2741,127000
2742,127500
2743,153000
2744,135000
2745,135000
2746,134500
2747,140000
2748,130000
2749,135000
2750,115000
2751,134500
2752,115000
2753,140000
2754,335000
2755,132500
2756,109500
2757,114500
2758,100000
2759,129500
2760,107000
2761,160000
2762,143000
2763,170000
2764,179900
2765,241500
2766,135000
2767,90000
2768,141000
2769,141000
2770,139000
2771,127000
2772,118500
2773,161000
2774,157900
2775,162900
2776,140000
2777,140000
2778,89500
2779,122500
2780,119000
2781,109500
2782,112000
2783,113000
2784,129900
2785,140000
2786,100000
2787,131000
2788,87000
2789,128000
2790,116000
2791,132500
2792,102000
2793,186500
2794,105000
2795,128000
2796,113000
2797,161500
2798,87000
2799,127000
2800,114500
2801,119000
2802,135000
2803,170000
2804,144000
2805,98000
2806,91000
2807,153500
2808,149900
2809,137000
2810,153500
2811,176000
2812,156000
2813,190000
2814,135000
2815,115000
2816,153500
2817,260000
2818,137000
2819,190000
2820,166000
2821,115000
2822,180500
2823,168000
2824,190000
2825,235000
2826,135000
2827,140000
2828,250000
2829,147000
2830,250000
2831,194000
2832,230000
2833,203000
2834,196500
2835,227000
2836,186500
2837,170000
2838,152000
2839,178000
2840,153500
2841,195000
2842,231500
2843,173000
2844,187500
2845,127000
2846,190000
2847,193000
2848,226000
2849,200000
2850,270000
2851,250000
2852,226000
2853,231500
2854,136500
2855,185000
2856,201000
2857,186500
2858,203000
2859,108000
2860,127500
2861,170000
2862,188000
2863,147000
2864,179900
2865,140000
2866,130000
2867,115000
2868,105000
2869,102000
2870,157500
2871,91500
2872,86000
2873,108000
2874,135000
2875,140000
2876,138500
2877,128000
2878,95000
2879,170000
2880,105000
2881,177000
2882,140000
2883,160000
2884,140000
2885,177000
2886,177000
2887,113000
2888,145000
2889,86000
2890,86000
2891,117500
2892,100000
2893,130000
2894,55000
2895,275000
2896,275000
2897,190000
2898,188000
2899,201000
2900,135000
2901,210000
2902,153500
2903,318000
2904,285000
2905,152000
2906,153500
2907,115000
2908,130000
2909,171000
2910,86000
2911,88000
2912,152000
2913,88000
2914,88000
2915,120000
2916,88000
2917,170000
2918,145000
2919,219500
